LOCATION NAME,LOCATION OPERATOR,LOCATION,POOLING AREA,LOCATION TYPE,STATE,COUNTY,METER CAPACITY,
HUSQVARNA #2 ACCT      ,ENABLE GAS TRANSMISSION  ,291442,SOUTH,MQ,AR,HOWARD                        ,000000001,
CERC-WARD TIMBERS ACCT ,ENABLE GAS TRANSMISSION  ,291443,SOUTH,MQ,TX,CASS                          ,000000540,
KOHLER CO. #2 ACCT     ,ENABLE GAS TRANSMISSION  ,291476,NORTH,MQ,AR,GRANT                         ,000000001,
BAFB BBLVD/HWY 71 ACCT ,ENABLE GAS TRANSMISSION  ,291504,SOUTH,MQ,LA,BOSSIER                       ,000000001,
BAFB LIBERTY ACCT      ,ENABLE GAS TRANSMISSION  ,291505,SOUTH,MQ,LA,BOSSIER                       ,000000001,
BAFB BARKS/CONN 1 ACCT ,ENABLE GAS TRANSMISSION  ,291506,SOUTH,MQ,LA,BOSSIER                       ,000000001,
BAFB SOUTH DAVIS ACCT  ,ENABLE GAS TRANSMISSION  ,291507,SOUTH,MQ,LA,BOSSIER                       ,000000001,
GSU GYM ACCT           ,ENABLE GAS TRANSMISSION  ,291566,SOUTH,MQ,LA,LINCOLN                       ,000000001,
ST BERN MED ACCT 2     ,ENABLE GAS TRANSMISSION  ,291589,NORTH,MQ,AR,CRAIGHEAD                     ,000000220,
RED TANK IC            ,ENABLE MIDSTREAM PARTNERS,291595,NORTH,M2,OK,SEQUOYAH                      ,000020000,
RISEVER MACH ACCT      ,ENABLE GAS TRANSMISSION  ,291622,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
ARMTEC ACCT            ,ENABLE GAS TRANSMISSION  ,291685,SOUTH,MQ,AR,OUACHITA                      ,000000530,
EOIT LINE 11 EGT AD-8  ,ENABLE OKLAHOMA INTRASTAT,291708,WEST2,M2,OK,COMANCHE                      ,000001000,
SIERRA FRAC ACCT       ,ENABLE GAS TRANSMISSION  ,291709,SOUTH,MQ,LA,BOSSIER                       ,000000001,
AZZ ACCT               ,ENABLE GAS TRANSMISSION  ,291780,SOUTH,MQ,TX,HARRISON                      ,000000001,
GULF RUN DELHI CORE DEL,ENABLE GAS TRANSMISSION  ,291856,SOUTH,MQ,LA,RICHLAND                      ,000500000,
AEROJET SUNBELT ACCT   ,ENABLE GAS TRANSMISSION  ,291857,SOUTH,MQ,AR,OUACHITA                      ,000000001,
CARVANA ACCT           ,ENABLE GAS TRANSMISSION  ,291858,NORTH,MQ,AR,CRITTENDEN                    ,000000180,
JET ASPH MAGNOLIA ACCT ,ENABLE GAS TRANSMISSION  ,291859,SOUTH,MQ,AR,COLUMBIA                      ,000000001,
OAKLAWN JOCKEY ACCT    ,ENABLE GAS TRANSMISSION  ,291860,NORTH,MQ,AR,GARLAND                       ,000000001,
SARACEN ACCT           ,ENABLE GAS TRANSMISSION  ,291861,NORTH,MQ,AR,JEFFERSON                     ,000000001,
CHEVYLAND ACCT         ,ENABLE GAS TRANSMISSION  ,291916,SOUTH,MQ,LA,CADDO                         ,000000001,
PROG METAL ACCT        ,ENABLE GAS TRANSMISSION  ,291963,SOUTH,MQ,LA,BOSSIER                       ,000000001,
KONYA SANDS ACCT       ,ENABLE GAS TRANSMISSION  ,292025,NORTH,MQ,AR,JACKSON                       ,000001270,
EGT NGPL BRYAN RECEIPT ,ENABLE GAS TRANSMISSION  ,292054,WEST2,MQ,OK,BRYAN                         ,000120000,
AR HEART BRY ACCT      ,ENABLE GAS TRANSMISSION  ,292087,NORTH,MQ,AR,SALINE                        ,000000330,
AEROJET RC 2 ACCT      ,ENABLE GAS TRANSMISSION  ,292088,SOUTH,MQ,AR,OUACHITA                      ,000000001,
LOCKHEED LNRG ACCT     ,ENABLE GAS TRANSMISSION  ,292089,SOUTH,MQ,AR,OUACHITA                      ,000000980,
LOCKHEED GVAB ACCT     ,ENABLE GAS TRANSMISSION  ,292090,SOUTH,MQ,AR,OUACHITA                      ,000000180,
NUCOR STEEL AGGREG DEL ,NUCOR STEEL              ,292104,NORTH,MQ,AR,MISSISSIPPI                   ,000035000,
AMAZON LR ACCT         ,ENABLE GAS TRANSMISSION  ,292243,NORTH,MQ,AR,SALINE                        ,000000235,
GULF RUN @ LIM-3 REC   ,ENABLE GAS TRANSMISSION  ,292272,SOUTH,M2,LA,CADDO                         ,000065000,
GULF RUN @ CP-3 TO ST-1,ENABLE GAS TRANSMISSION  ,292279,CP   ,MQ,TX,PANOLA                        ,000200000,
COLSON GRP ACCT        ,ENABLE GAS TRANSMISSION  ,292281,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
CERC-SIGMA AGRI ACCT   ,ENABLE GAS TRANSMISSION  ,292308,SOUTH,MQ,TX,WOOD                          ,000000200,
MITCHELL CRP           ,MERIT ENERGY COMPANY LLC ,292344,NORTH,M2,AR,YELL                          ,000007000,
CERC-RAEFORD SIMS ACCT ,ENABLE GAS TRANSMISSION  ,292355,SOUTH,MQ,LA,LINCOLN                       ,000000001,
WM RENEWABLE ENERGY REC,WM RENEWABLE ENERGY  L.L.,292363,NORTH,M2,AR,WASHINGTON                    ,000001350,
WM RENEWABLE ENERGY DEL,WM RENEWABLE ENERGY  L.L.,292364,NORTH,MQ,AR,WASHINGTON                    ,000002200,
CERC-LA TEC ENG BLDG AC,ENABLE GAS TRANSMISSION  ,292381,SOUTH,MQ,LA,LINCOLN                       ,000000001,
UCA INT HLTH SCIAC     ,ENABLE GAS TRANSMISSION  ,292387,NORTH,MQ,AR,FAULKNER                      ,000000001,
TGT @ SEARCY REC       ,TEXAS GAS TRANSMISSION LL,292391,NORTH,M2,AR,WHITE                         ,000100000,
PET SOLUTIONS 2 ACCT   ,ENABLE GAS TRANSMISSION  ,292511,NORTH,MQ,AR,POPE                          ,000000100,
SOUTHLAND RACING 2 ACCT,ENABLE GAS TRANSMISSION  ,292560,NORTH,MQ,AR,CRITTENDEN                    ,000000001,
PERF PROPPANTS SUNNY PT,PERFORMANCE PROPPANTS  LL,292584,SOUTH,MQ,LA,CADDO                         ,000006000,
GULF RUN @ MONUMENT DEL,ENABLE GAS TRANSMISSION  ,292616,SOUTH,MQ,TX,HARRISON                      ,000174000,
RIGS @ LINE S REC      ,REGENCY INTRASTATE GAS   ,292621,SOUTH,M2,LA,CADDO                         ,000350000,
ETC HPL DEL            ,ENABLE GAS TRANSMISSION  ,292622,CP   ,MQ,TX,PANOLA                        ,000172000,
RIGS @ LINE ST-10 DEL  ,REGENCY INTRASTATE GAS   ,292656,SOUTH,MQ,LA,CADDO                         ,000110000,
CAMFIL FARR 2 ACCT     ,ENABLE GAS TRANSMISSION  ,292663,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
EGT LINE AC TO EOIT 24A,ENABLE GAS TRANSMISSION  ,292730,NEUT ,MQ,OK,STEPHENS                      ,000125000,
MOTHER FRAN HOSP ACCT  ,ENABLE GAS TRANSMISSION  ,292824,SOUTH,MQ,TX,WOOD                          ,000000050,
U.S. PET FOOD ACCT     ,ENABLE GAS TRANSMISSION  ,292878,SOUTH,MQ,TX,CAMP                          ,000000001,
WESTROCK #3 ACCT       ,ENABLE GAS TRANSMISSION  ,292895,NORTH,MQ,AR,FAULKNER                      ,000005147,
WAYNE FARMS #2 ACCT    ,ENABLE GAS TRANSMISSION  ,292916,NORTH,MQ,AR,YELL                          ,000000500,
BRYCE COMP #3 ACCT     ,ENABLE GAS TRANSMISSION  ,292922,NORTH,MQ,AR,WHITE                         ,000000001,
WESTROCK #3B ACCT      ,ENABLE GAS TRANSMISSION  ,292942,NORTH,MQ,AR,FAULKNER                      ,000000100,
VEOLIA-GUM SPRINGS     ,ELEMENTAL ENVIRONMENTAL S,292946,SOUTH,MQ,AR,CLARK                         ,000006159,
BELL LUMBER & POLE ACCT,ENABLE GAS TRANSMISSION  ,292958,SOUTH,MQ,LA,WEBSTER                       ,000000120,
HOSTESS BRANDS ACCT    ,ENABLE GAS TRANSMISSION  ,292971,SOUTH,MQ,AR,CLARK                         ,000000190,
THOROUGHBRED HINTON REC,THOROUGHBRED MIDSTREAM LL,292983,WEST1,M2,OK,CADDO                         ,000069000,
VIRCO - 1265 BRUCE ACCT,ENABLE GAS TRANSMISSION  ,292986,NORTH,MQ,AR,FAULKNER                      ,000000001,
POTLAATCHDELTIC #1 ACCT,ENABLE GAS TRANSMISSION  ,292999,NORTH,MQ,AR,POPE                          ,000000100,
POTLATCHDELTIC #2 ACCT ,ENABLE GAS TRANSMISSION  ,293000,NORTH,MQ,AR,YELL                          ,000001320,
AULDS FH ACCT          ,ENABLE GAS TRANSMISSION  ,293001,SOUTH,MQ,LA,CADDO                         ,000000001,
TOPGOLF LR ACCT        ,ENABLE GAS TRANSMISSION  ,293009,NORTH,MQ,AR,SALINE                        ,000000001,
TREX CO ACCT           ,ENABLE GAS TRANSMISSION  ,293038,NORTH,MQ,AR,SALINE                        ,000000001,
TYSON HOPE HATCH ACCT  ,ENABLE GAS TRANSMISSION  ,293122,SOUTH,MQ,AR,HEMPSTEAD                     ,000000180,
ADA COCA COLA #2 ACCT  ,ENABLE GAS TRANSMISSION  ,293128,WEST2,MQ,OK,PONTOTOC                      ,000000001,
NORTH HOLLY IC         ,ENABLE GAS TRANSMISSION  ,293136,CP   ,M2,LA,RED RIVER                     ,000500000,
COMANCHE RENEW ACCT    ,ENABLE GAS TRANSMISSION  ,293203,WEST2,MQ,OK,COMANCHE                      ,000000300,
ACE GLASS AGG ACCT     ,ENABLE GAS TRANSMISSION  ,293205,NORTH,MQ,AR,PULASKI                       ,000000090,
LAWTON RNG RECEIPT     ,COMANCHE RENEWABLES  LLC ,293211,WEST2,M2,OK,COMANCHE                      ,000001044,
CENTRAL AR LIB 405 ACCT,ENABLE GAS TRANSMISSION  ,293212,NORTH,MQ,AR,SALINE                        ,000000040,
BELL POLE ACCT         ,ENABLE GAS TRANSMISSION  ,293235,SOUTH,MQ,AR,HOWARD                        ,000000300,
SOUTH ATLANTIC LLC ACCT,ENABLE GAS TRANSMISSION  ,293267,NORTH,MQ,AR,SALINE                        ,000000001,
CNHSA JONES ACCT       ,ENABLE GAS TRANSMISSION  ,293268,NEUT ,MQ,OK,PITTSBURG                     ,000000001,
RICE FOODS HQ ACCT     ,ENABLE GAS TRANSMISSION  ,293379,NORTH,MQ,AR,ARKANSAS                      ,000000001,
NXG TRUCK BODIES ACCT  ,ENABLE GAS TRANSMISSION  ,293380,SOUTH,MQ,TX,TITUS                         ,000000060,
BALLY'S CASINO ACCT    ,ENABLE GAS TRANSMISSION  ,293412,SOUTH,MQ,LA,CADDO                         ,000000070,
AMAZON RIVERPORT ACCT  ,ENABLE GAS TRANSMISSION  ,293487,NORTH,MQ,AR,SALINE                        ,000000001,
TABER EXT #2 ACCT      ,ENABLE GAS TRANSMISSION  ,293488,NORTH,MQ,AR,POPE                          ,000000275,
FEDMET AR ACCT         ,ENABLE GAS TRANSMISSION  ,293513,NORTH,MQ,AR,PULASKI                       ,000000100,
COLD STEPPE ACCT       ,ENABLE GAS TRANSMISSION  ,293514,NORTH,MQ,AR,ARKANSAS                      ,000000125,
MT VAL SPRG WATER ACCT ,ENABLE GAS TRANSMISSION  ,293544,NORTH,MQ,AR,MILLER                        ,000000001,
CRANFORD HOPE ACCT     ,ENABLE GAS TRANSMISSION  ,293588,SOUTH,MQ,AR,HEMPSTEAD                     ,000000001,
JA RIGGS ACCT          ,ENABLE GAS TRANSMISSION  ,293600,NORTH,MQ,AR,SALINE                        ,000000001,
BROOKLAND SCHOOL #2ACCT,ENABLE GAS TRANSMISSION  ,293601,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
SUMMIT-CROWN HEALTH ACC,ENABLE GAS TRANSMISSION  ,293604,NORTH,MQ,AR,PULASKI                       ,000000001,
MIDCOAST DON-ALLISON CP,MIDCOAST MARKETING (U.S.),301007,WEST1,M2,TX,HEMPHILL                      ,000042000,
WOODALL PLANT          ,REGENCY FIELD SERVICES LL,301017,WEST1,M2,TX,HEMPHILL                      ,000022523,
EGG MCCLURE IC         ,ENABLE GAS GATHERING LLC ,301104,WEST1,M2,OK,CUSTER                        ,000240000,
MIDCOAST IC 8 INCH     ,MIDCOAST MARKETING (U.S.),301999,WEST1,M2,TX,HEMPHILL                      ,000103930,
EOIT CADDO RECEIPT     ,ENABLE GAS TRANSMISSION  ,302015,WEST1,M2,OK,CADDO                         ,000250000,
EOIT HUGHES CO (DEL)   ,ENABLE GAS TRANSMISSION  ,302017,WEST2,MQ,OK,HUGHES                        ,000200000,
EOIT LINE AC (RECEIPT) ,ENABLE GAS TRANSMISSION  ,302019,NEUT ,M2,OK,LATIMER                       ,000125000,
EGT/MEP BENNINGTON     ,ENABLE GAS TRANSMISSION  ,302020,WEST2,M2,OK,BRYAN                         ,000015000,
SUPERIOR PIPELINE CADDO,BOUNTY TRANSFER LLC      ,302052,WEST1,M2,OK,CADDO                         ,000010000,
VAUGHN A #1-3          ,BOB CANTRELL             ,303021,WEST2,M2,OK,PONTOTOC                      ,000012434,
BOZARTH #1-2           ,RIVIERA OPERATING LLC    ,303027,WEST1,M2,OK,CUSTER                        ,000026950,
WEX IC                 ,WOODFORD EXPRESS LLC     ,303077,WEST2,M2,OK,GRADY                         ,000200000,
KIAMICHI BLOCK A       ,KIOWA POWER PARTNERS  LLC,303110,NEUT ,MQ,OK,PITTSBURG                     ,000120000,
KIAMICHI BLOCK B       ,KIOWA POWER PARTNERS  LLC,303112,NEUT ,MQ,OK,PITTSBURG                     ,000120000,
STUART CDP             ,ENABLE MIDSTREAM PARTNERS,303153,NEUT ,M2,OK,PITTSBURG                     ,000054375,
ENERFIN                ,ENERFIN RESOURCES I LIMIT,303308,NEUT ,M2,OK,PITTSBURG                     ,000005000,
BAMA #1-6 CP           ,ZZ ENERGY LLC            ,303626,WEST2,M2,OK,HUGHES                        ,000000750,
REEVES CTP             ,ENABLE MIDSTREAM PARTNERS,350011,NEUT ,M2,OK,LATIMER                       ,000003500,
LIMESTONE SOUTH COMP   ,HILAND PARTNERS LP       ,350016,NEUT ,M2,OK,LATIMER                       ,000140000,
JOHNSON #8-1           ,BRG PETROLEUM LLC        ,350108,NEUT ,M2,OK,LATIMER                       ,000021975,
NATION #5-1 CP         ,BRG PETROLEUM LLC        ,350109,NEUT ,M2,OK,LATIMER                       ,000000750,
HURRICANE CREEK CP     ,RIVERFRONT EXPLORATION LL,438001,NORTH,M2,AR,FRANKLIN                      ,000003000,
MIESNER #1-6 CP        ,HANNA OIL & GAS CO       ,438002,NORTH,M2,AR,FRANKLIN                      ,000003000,
SAGLEY CREEKMORE CP    ,HANNA OIL & GAS CO       ,438102,NORTH,M2,AR,FRANKLIN                      ,000001000,
GERDAU MACSTEEL        ,GERDAU MACSTEEL INC      ,438130,NORTH,MQ,AR,SEBASTIAN                     ,000019200,
BRYANT FARMS           ,MERIT ENERGY COMPANY LLC ,438140,NORTH,M2,AR,SEBASTIAN                     ,000010000,
ARMBRUSTER #3-5        ,MERIT ENERGY COMPANY LLC ,438200,NORTH,M2,AR,FRANKLIN                      ,000005000,
MRT TO CEGT AT  VILONIA,ENABLE MISSISSIPPI RIVER ,438600,NORTH,M2,AR,FAULKNER                      ,000037000,
CEDARS CP              ,VERNON E FAULCONER INCORP,443001,NORTH,M2,OK,LE FLORE                      ,000001000,
PAW PAW OT-27 PATEN FAR,CHESAPEAKE ENERGY MARKETI,443004,NORTH,M2,OK,SEQUOYAH                      ,000001500,
GREASY CREEK IC        ,ENABLE MIDSTREAM PARTNERS,443008,NORTH,M2,OK,SEQUOYAH                      ,000003000,
JAMES FORK CP          ,HORIZON GAS GATHERING LLC,443010,NORTH,M2,OK,LE FLORE                      ,000010000,
DVI-LLC                ,GEMINI EXPLORATIONS  INC.,480002,SOUTH,M2,LA,CADDO                         ,000001000,
HALL HARGRAVES #1      ,WILCOX OPERATING CORPORAT,480005,SOUTH,M2,LA,CADDO                         ,000012781,
CALUMET SHREVEPORT     ,CALUMET REFINING  LLC    ,481100,SOUTH,MQ,LA,CADDO                         ,000027653,
MAXEY #1 CP            ,KAISER-FRANCIS OIL COMPAN,613001,SOUTH,M2,LA,CLAIBORNE                     ,000000100,
THUNDERBIRD IC         ,GREAT SALT PLAINS MIDSTRE,720036,WEST1,M2,OK,MAJOR                         ,000037695,
SMITH B G #1-2         ,FX ANADARKO HOLDINGS  LLC,720698,WEST1,M2,OK,CUSTER                        ,000000500,
NNG @ CHEYENNE IC      ,NORTHERN NATURAL GAS COMP,730004,WEST1,M2,OK,ROGER MILLS                   ,000000500,
SANTA FE GRIMES        ,MARKWEST OKLAHOMA GAS COM,730027,WEST1,M2,OK,ROGER MILLS                   ,000020000,
MARKWEST BUFFALO CRK PL,MARKWEST BUFFALO CREEK GA,730040,WEST1,M2,OK,BECKHAM                       ,000150000,
CITY OF WILLOW OKLAHOMA,CITY OF WILLOW OKLAHOMA  ,730802,WEST1,MQ,OK,GREER                         ,000000934,
CITY OF GRANITE        ,CITY OF GRANITE OKLAHOMA ,730808,WEST1,MQ,OK,GREER                         ,000005563,
RIMROCK SYSTEM         ,NAVITAS UTILITY CORPORATI,730961,WEST1,MQ,OK,BECKHAM                       ,000003000,
GREELEY GAS @ CALDWELL ,ATMOS ENERGY CORPORATION ,742100,WEST1,MQ,OK,GRANT                         ,000004720,
AQUILA DEL TO EGT      ,AQUILA ENERGY TRANSPORTAT,746020,WEST1,M2,KS,SUMNER                        ,000025000,
CHICKASHA COMP CP CONN ,FORD ENERGY CORPORATION  ,763007,WEST2,M2,OK,GRADY                         ,000001250,
WEST MARLOW FIELD IC   ,ENABLE MIDSTREAM PARTNERS,769600,WEST2,M2,OK,STEPHENS                      ,000001000,
BLACK HILLS - TAP      ,PEOPLES NATURAL GAS      ,771000,WEST1,MQ,KS,COWLEY                        ,000000010,
BLACK HILLS @ WINFIELD ,PEOPLES NATURAL GAS      ,771001,WEST1,MQ,KS,COWLEY                        ,000004720,
CAMERON VIP            ,ENABLE MIDSTREAM PARTNERS,800001,NORTH,M2,OK,LE FLORE                      ,000035000,
NORTH CECIL FIELD CP   ,MERIT ENERGY COMPANY LLC ,800427,NORTH,M2,AR,FRANKLIN                      ,000015000,
ALUMAX JONES MILL      ,REYNOLDS CONSUMER PRODUCT,801500,NORTH,MQ,AR,HOT SPRING                    ,000004000,
ANR DELHI CORE DEL     ,ANR PIPELINE COMPANY     ,801501,SOUTH,MQ,LA,RICHLAND                      ,000565000,
ENTERGY @ CATHERINE    ,ENTERGY ARKANSAS LLC     ,801502,NORTH,MQ,AR,HOT SPRING                    ,000212000,
CALUMET PRINCETON LA   ,CALUMET INDUSTRIES INC.  ,801508,SOUTH,MQ,LA,BOSSIER                       ,000007500,
IP BASTROP PLANT       ,INTERNATIONAL PAPER COMPA,801509,SOUTH,MQ,LA,MOREHOUSE                     ,000030000,
QUINCY SOYBEAN HELENA P,QUINCY SOYBEAN COMPANY OF,801513,NORTH,MQ,AR,PHILLIPS                      ,000004000,
ENTERGY @ RITCHIE      ,ENTERGY ARKANSAS LLC     ,801514,NORTH,MQ,AR,PHILLIPS                      ,000293000,
US STEEL TUBULAR PROD  ,LONE STAR STEEL COMPANY L,801515,SOUTH,MQ,TX,MORRIS                        ,000036000,
MRT @ DIXIE  LA DEL    ,ENABLE MISSISSIPPI RIVER ,801516,SOUTH,MQ,LA,CADDO                         ,000280000,
ALBEMARLE PLANT  SOUTH ,ALBEMARLE CORPORATION    ,801517,SOUTH,MQ,AR,COLUMBIA                      ,000007000,
MRT PV CORE REC        ,ENABLE MISSISSIPPI RIVER ,801518,SOUTH,M2,LA,OUACHITA                      ,000850000,
MRT @ GLENDALE  AR DEL ,ENABLE MISSISSIPPI RIVER ,801521,SOUTH,MQ,AR,LINCOLN                       ,000924000,
LONE STAR ORDINANCE    ,U S GOVERNMENT           ,801522,SOUTH,MQ,TX,BOWIE                         ,000003000,
MRT @ OLYPHANT  AR DEL ,ENABLE MISSISSIPPI RIVER ,801525,NORTH,MQ,AR,JACKSON                       ,000364000,
TGT @ HELENA DEL       ,TEXAS GAS TRANSMISSION LL,801530,NORTH,MQ,AR,PHILLIPS                      ,000110000,
SWEPCO LIEBERMAN PLANT ,SOUTHWESTERN ELECTRIC POW,801531,SOUTH,MQ,LA,CADDO                         ,000103308,
TGT PV CORE DEL        ,TEXAS GAS TRANSMISSION LL,801532,SOUTH,MQ,LA,OUACHITA                      ,000300000,
ASH GROVE CEMENT PLT   ,ASH GROVE CEMENT COMPANY ,801533,SOUTH,MQ,AR,LITTLE RIVER                  ,000007500,
TGC RICH CORE DEL      ,TRUNKLINE GAS COMPANY    ,801535,SOUTH,MQ,LA,RICHLAND                      ,000240000,
STRATCOR PLANT         ,U.S. VANADIUM LLC        ,801536,NORTH,MQ,AR,GARLAND                       ,000003211,
GSPL W MONROE CORE DEL ,GULF SOUTH PIPELINE COMPA,801537,SOUTH,MQ,LA,OUACHITA                      ,000280000,
SOUTHERN STAR @ JANE   ,SOUTHERN STAR CENTRAL GAS,801539,NORTH,MQ,MO,MCDONALD                      ,000288000,
SUZANO PKG PINE BLUFF  ,SUZANO PACKAGING LLC     ,801543,NORTH,MQ,AR,JEFFERSON                     ,000063000,
TWIN RIVERS PB         ,AMERICAN KRAFT PAPER INDU,801544,NORTH,MQ,AR,JEFFERSON                     ,000007500,
IP MANSFIELD PLANT     ,INTERNATIONAL PAPER COMPA,801547,SOUTH,MQ,LA,DE SOTO                       ,000032000,
LOUISIANA POWER & LIGHT,ENTERGY LOUISIANA INC    ,801548,SOUTH,MQ,LA,OUACHITA                      ,000060000,
CLEARWATER PAPER CYPRES,CLEARWATER PAPER CORPORAT,801549,NORTH,MQ,AR,DESHA                         ,000022000,
ARKANSAS KRAFT PLANT   ,GREEN BAY PACKAGING  INC.,801550,NORTH,MQ,AR,CONWAY                        ,000024000,
GRAPH PKG TEXARKANA PLT,INTERNATIONAL PAPER COMPA,801552,SOUTH,MQ,TX,CASS                          ,000050000,
U S GYPSUM SOUTHARD PLA,UNITED STATES GYPSUM COMP,801558,WEST1,MQ,OK,BLAINE                        ,000003000,
LION OIL EL DORADO REF ,LION OIL COMPANY         ,801561,SOUTH,MQ,AR,UNION                         ,000036652,
DOMTAR ASHDOWN         ,DOMTAR CORPORATION DBA   ,801564,SOUTH,MQ,AR,LITTLE RIVER                  ,000092000,
LGS STERLINGTON COREDEL,LOUISIANA GAS SERVICE COM,801632,SOUTH,MQ,LA,OUACHITA                      ,000076000,
TGC RICH CORE REC      ,TRUNKLINE GAS COMPANY    ,801634,SOUTH,M2,LA,RICHLAND                      ,000244000,
MRT @ SHERRILL  AR DEL ,ENABLE MISSISSIPPI RIVER ,801638,NORTH,MQ,AR,JEFFERSON                     ,000150000,
GA PAC FLETCHER        ,GEORGIA-PACIFIC GYPSUM LL,801639,WEST2,MQ,OK,COMANCHE                      ,000006000,
TET @ BALD KNOB  AR DEL,TEXAS EASTERN TRANSMISSIO,801641,NORTH,MQ,AR,WHITE                         ,000124000,
TETCO W MONROE CORE DEL,TEXAS EASTERN TRANSMISSIO,801642,SOUTH,MQ,LA,OUACHITA                      ,000330000,
UOP SHREVEPORT PLANT   ,UOP PROCESS DIVISION     ,801643,SOUTH,MQ,LA,CADDO                         ,000006200,
ARK ELEC CAMDEN PWR PLT,ARK ELECTRIC CO OP CORP  ,801645,SOUTH,MQ,AR,OUACHITA                      ,000060000,
ARK ELEC AUGUSTA PWR PL,ARK ELECTRIC CO OP CORP  ,801646,NORTH,MQ,AR,WOODRUFF                      ,000096000,
RILEY BEAIRD S'PORT PLT,RILEY-BEARD INC.         ,801647,SOUTH,MQ,LA,CADDO                         ,000001500,
OGE RIVER VALLEY       ,OKLAHOMA GAS & ELECTRIC C,801648,NORTH,MQ,OK,LE FLORE                      ,000020000,
TEXARKANA ALUMINUM     ,TCI TEXARKANA  INC.      ,801653,SOUTH,MQ,TX,BOWIE                         ,000007500,
ALMATIS BAUXITE PLANT  ,ALMATIS INC              ,801655,NORTH,MQ,AR,SALINE                        ,000063000,
FUTUREFUEL CHEM PLANT  ,FUTUREFUEL CHEMICAL COMPA,801656,NORTH,MQ,AR,INDEPENDENCE                  ,000010304,
NGPL @ HOT SPRINGS DEL ,NATURAL GAS PIPELINE COMP,801662,SOUTH,MQ,AR,HOT SPRING                    ,000225000,
LA TECH CAMPUS/SIG IC  ,SHREVEPORT INTRASTATE GAS,801667,SOUTH,MQ,LA,LINCOLN                       ,000000001,
BLACK HILLS AR @ BLYTHE,BLACK HILLS ENERGY ARKANS,801668,NORTH,MQ,AR,MISSISSIPPI                   ,000050000,
CITY GATE OF WINFIELD  ,CITY OF WINFIELD         ,801669,WEST1,MQ,KS,COWLEY                        ,000012000,
MARTIN OPER REFINERY   ,MARTIN OPERATING PARTNERS,801672,SOUTH,MQ,AR,UNION                         ,000006000,
IP CAMDEN PLANT        ,INTERNATIONAL PAPER COMPA,801674,SOUTH,MQ,AR,OUACHITA                      ,000020000,
RED RIVER ARMY DEPOT   ,U S GOVERNMENT           ,802011,SOUTH,MQ,TX,BOWIE                         ,000003100,
MRT @ GLENDALE REC     ,ENABLE MISSISSIPPI RIVER ,802267,SOUTH,M2,AR,LINCOLN                       ,000900000,
ANR PV CORE REC        ,ANR PIPELINE COMPANY     ,802272,SOUTH,M2,LA,RICHLAND                      ,000300000,
MRT PV CORE DEL        ,ENABLE MISSISSIPPI RIVER ,802337,SOUTH,MQ,LA,OUACHITA                      ,000850000,
ONEOK @ CUSTER DISPL VP,ONEOK FIELD SERVICES COMP,802350,WEST1,MQ,OK,CUSTER                        ,000070000,
ENOGEX @ LOOKEBA DISPL ,ENOGEX SERVICES CORP     ,802355,WEST1,MQ,OK,CADDO                         ,000090000,
ANR @ CUSTER DEL       ,ANR PIPELINE COMPANY     ,802357,WEST1,MQ,OK,CUSTER                        ,000140000,
ANR PV CORE DEL        ,ANR JOINT VENTURE        ,802401,SOUTH,MQ,LA,OUACHITA                      ,000565000,
ANR DELHI CORE REC     ,ANR PIPELINE COMPANY     ,802403,SOUTH,M2,LA,RICHLAND                      ,000565000,
ONEOK WESTEX @ HEMPHILL,RED RIVER GAS PIPELINE CO,802701,WEST1,MQ,TX,HEMPHILL                      ,000257000,
NNG @ RED MOON DEL     ,NORTHERN NATURAL GAS COMP,802715,WEST1,MQ,OK,CUSTER                        ,000300000,
NAT GAS CLRNGHSE/LONG B,NATURAL GAS CLEARING HOUS,802915,SOUTH,MQ,AR,MILLER                        ,000000250,
PARAGOULD LIGHT & WATER,PARAGOULD LIGHT & WATER C,803004,NORTH,MQ,AR,CRAIGHEAD                     ,000006000,
EL PASO/DUMAS          ,ENABLE GAS TRANSMISSION  ,803076,WEST1,MQ,OK,CUSTER                        ,000040000,
SONAT PV CORE REC      ,SOUTHERN NATURAL GAS PIPE,803360,SOUTH,M2,LA,OUACHITA                      ,000050000,
NGPL @ HOT SPRINGS DISP,NATURAL GAS PIPELINE COMP,803500,SOUTH,M2,AR,HOT SPRING                    ,000225000,
MRT @ KARNACK REC      ,ENABLE MISSISSIPPI RIVER ,803543,SOUTH,M2,TX,HARRISON                      ,000000750,
DELTA LA DA #2 SOUTH   ,ENABLE GAS TRANSMISSION  ,803558,SOUTH,MQ,LA,UNDEFINED COUNTY              ,000047115,
PVR CHOCTAW CP         ,REGENCY FIELD SERVICES LL,803781,NEUT ,M2,OK,PITTSBURG                     ,000222000,
MMGK RED OAK IC        ,MMGK EAST OKLAHOMA 2020 L,803784,NEUT ,M2,OK,LATIMER                       ,000240000,
PVR PANOLA CP          ,REGENCY FIELD SERVICES LL,803785,NEUT ,M2,OK,LATIMER                       ,000175000,
HILAND  @ LIMESTONE    ,HILAND PARTNERS LP       ,803786,NEUT ,M2,OK,LATIMER                       ,000140000,
